# Indice      RAJ2000    Dec        Jmag     Hmag     Kmag     umag     gmag     rmag     imag     zmag    
  object297   3.8821     -8.77573   15.716   15.139   15.102   20.895   18.892   17.992   17.589   17.365  
  object298   8.06092    -11.15777  13.63    13.309   13.216   16.99    15.513   14.975   14.776   14.684  
  object299   8.33896    -9.56594   15.69    15.009   14.925   20.503   18.299   17.361   16.953   16.71   
  object300   8.30816    -9.30556   14.976   14.491   14.222   19.268   17.365   16.547   16.182   15.969  
  object301   8.25936    -8.79757   12.684   12.342   12.312   15.353   14.981   13.712   16.773   13.523  
  object302   7.81873    -8.65111   14.525   14.003   13.869   17.67    16.244   15.668   15.396   15.238  
  object303   6.53316    -8.49547   14.34    13.744   13.637   18.86    17.028   16.216   15.832   15.603  
  object304   10.31111   -10.75409  13.578   13.26    13.234   15.729   14.59    14.229   14.106   14.085  
  object305   10.40208   -9.39417   12.618   12.258   12.198   15.916   14.876   13.957   13.997   13.73   
  object306   11.63923   -10.8601   13.806   13.356   13.202   18.545   16.333   15.489   15.177   15.001  
  object307   11.34735   -10.66764  999       999       999       999       999       999       999       999      
  object308   11.57816   -10.64812  11.971   11.71    11.676   15.083   14.43    13.14    13.002   13.192  
  object309   13.2272    -9.63356   14.218   13.881   13.787   16.864   15.763   15.393   15.262   15.205  
  object310   16.53929   -10.6702   15.216   14.592   14.798   20.22    18.062   17.053   16.615   16.38   
  object311   15.17615   -10.49516  14.003   13.393   13.305   18.875   16.718   15.762   15.372   15.164  
  object312   16.35504   -10.32571  999       999       999       999       999       999       999       999      
  object313   15.05984   -10.2062   12.513   11.92    11.753   17.696   15.404   14.442   13.923   13.659  
  object314   15.90816   -9.8805    14.6     14.298   14.198   17.353   16.179   15.692   15.536   15.502  
  object315   16.31596   -9.66962   999       999       999       999       999       999       999       999      
  object316   16.88394   -9.38865   14.934   14.465   14.29    18.084   16.729   16.129   15.901   15.785  
  object317   14.45266   -9.34544   14.142   13.9     13.95    16.259   15.211   14.955   14.883   14.894  
  object318   14.38011   -8.48785   15.07    14.591   14.441   18.372   16.863   16.269   16.047   15.916  
  object319   14.79162   -8.62902   11.765   11.373   11.29    15.544   14.13    13.322   13.181   13.056  
  object320   18.69706   -10.17659  16.151   15.487   15.161   21.599   19.23    18.034   17.511   17.183  
  object321   17.67737   -9.1709    13.282   13.004   12.952   16.219   15.109   15.279   14.531   14.452  
  object322   19.40499   -9.08688   14.189   13.82    13.668   17.206   15.939   15.36    15.159   15.015  
  object323   21.5717    -10.74493  13.727   13.32    13.303   17.026   15.501   14.932   14.735   14.637  
  object324   21.29731   -9.64885   14.046   13.401   13.194   21.953   19.159   17.642   16.364   15.61   
  object325   24.0384    -11.07593  14.114   13.71    13.594   999       999       999       999       999      
  object326   23.06608   -10.00933  14.476   13.901   13.76    18.458   16.694   15.952   15.629   15.461  
  object327   23.17803   -8.89144   13.911   13.367   13.198   18.382   16.425   15.539   15.185   14.992  
  object328   27.75107   -10.09005  12.678   12.138   12.026   17.192   15.243   14.459   14.157   13.93   
  object329   31.07635   -11.06784  13.232   12.833   12.766   999       999       999       999       999      
  object330   28.63209   -10.88896  16.295   15.612   15.349   999       999       999       999       999      
  object331   29.51668   -10.20628  14.792   14.171   13.801   21.219   18.404   17.022   16.272   15.828  
  object332   30.71362   -10.17379  12.318   11.724   11.603   16.887   14.725   13.821   14.72    13.144  
  object333   29.1715    -9.61976   12.83    12.528   12.49    15.428   14.351   13.971   13.793   13.764  
  object334   32.75022   -11.12712  15.853   15.366   15.16    19.011   17.748   17.229   16.996   16.95   
  object335   33.80175   -10.88295  14.958   14.37    14.225   18.964   17.069   16.227   15.917   15.757  
  object336   33.89939   -10.68848  12.992   12.602   12.561   16.535   15.167   14.633   14.421   14.324  
  object337   31.19526   -9.55877   14.667   14.343   14.209   17.872   16.462   15.887   15.669   15.61   
  object338   31.68111   -9.2381    11.635   11.386   11.352   14.998   15.171   12.385   12.301   13.505  
  object339   31.62432   -9.06795   15.209   14.756   14.616   17.921   16.624   16.096   15.891   15.817  
  object340   33.40093   -8.55105   12.839   12.198   11.929   19.475   16.97    15.506   14.592   14.127  
  object341   36.11616   -10.67642  13.587   13.02    12.907   18.329   16.151   15.236   14.883   14.689  
  object342   34.87765   -10.35624  13.162   12.911   12.847   14.985   13.844   13.64    13.615   13.63   
  object343   34.86641   -10.08538  16.104   15.367   15.24    22.013   19.477   18.254   17.673   17.346  
  object344   35.0665    -9.06317   15.552   14.994   14.771   19.808   18.084   17.195   16.814   16.598  
  object345   35.31099   -8.55329   15.08    14.539   14.619   18.295   17.015   16.478   16.252   16.138  
  object346   38.05341   -9.86087   16.62    16.359   15.477   999       999       999       999       999      
  object347   39.20906   -8.6516    13.556   13.318   13.268   15.794   14.718   14.45    14.378   14.37   
  object348   41.83855   -10.23936  13.661   13.109   13.006   999       999       999       999       999      
  object349   39.68593   -9.02943   12.348   12.019   12.01    15.415   14.604   14.983   13.505   13.552  
  object350   39.66947   -8.6463    16.127   15.605   15.421   21.592   19.274   18.106   17.575   17.281  
  object351   44.44449   -9.82803   999       999       999       999       999       999       999       999      
  object352   44.51011   -9.83411   13.951   13.495   13.43    999       999       999       999       999      
  object353   44.65203   -9.67427   13.681   13.086   12.961   999       999       999       999       999      
  object354   45.12788   -8.84057   13.076   12.921   12.917   15.341   14.122   13.88    13.814   13.845  
  object355   46.78167   -10.7886   14.047   13.55    13.384   999       999       999       999       999      
  object356   45.90459   -10.68764  14.917   14.212   14.116   999       999       999       999       999      
  object357   47.19089   -10.48594  13.759   13.428   13.379   999       999       999       999       999      
  object358   45.58697   -10.03179  15.115   14.654   14.541   999       999       999       999       999      
  object359   46.66178   -9.89359   14.22    13.834   13.695   999       999       999       999       999      
  object360   45.78611   -9.74514   15.638   15.181   15.101   999       999       999       999       999      
  object361   50.44821   -11.01151  15.2     14.854   14.902   999       999       999       999       999      
  object362   49.37592   -10.86695  13.875   13.375   13.311   999       999       999       999       999      
  object363   49.17835   -10.3088   14.123   13.669   13.54    999       999       999       999       999      
  object364   49.84017   -10.28584  14.867   14.137   14.03    999       999       999       999       999      
  object365   48.27351   -10.10136  999       999       999       999       999       999       999       999      
  object366   50.34372   -10.0208   14.466   14.381   14.312   999       999       999       999       999      
  object367   50.80382   -9.96367   14.639   14.484   14.538   999       999       999       999       999      
  object368   48.51774   -9.7876    13.072   12.721   12.608   999       999       999       999       999      
  object369   48.35463   -9.6256    14.714   14.247   14.04    999       999       999       999       999      
  object370   49.72041   -9.2631    16.146   15.432   15.45    999       999       999       999       999      
  object371   50.58585   -9.24878   15.037   14.353   14.22    999       999       999       999       999      
  object372   48.85251   -9.20245   15.652   15.21    14.764   999       999       999       999       999      
  object373   52.10711   -10.65456  15.308   14.753   14.542   999       999       999       999       999      
  object374   51.8882    -9.31899   999       999       999       999       999       999       999       999      
  object375   52.06628   -9.00399   13.909   13.269   13.157   999       999       999       999       999      
  object376   51.06247   -8.67305   13.772   13.537   13.446   999       999       999       999       999      
  object377   1.80821    -13.70721  16.288   16.129   15.875   999       999       999       999       999      
  object378   4.08209    -13.97755  13.694   13.466   13.444   999       999       999       999       999      
  object379   4.98909    -13.15681  14.769   14.461   14.375   17.105   16.06    15.686   15.57    15.544  
  object380   3.76335    -13.15421  13.63    13.209   13.12    17.11    15.534   14.924   14.697   14.581  
  object381   4.55514    -13.07937  14.898   14.561   14.642   16.753   15.702   15.574   15.578   15.647  
  object382   2.87767    -12.80409  14.877   14.621   14.474   999       999       999       999       999      
  object383   4.34008    -12.39066  13.783   13.508   13.401   16.081   14.907   14.566   14.447   14.431  
  object384   2.95253    -12.08253  14.984   14.8     14.74    999       999       999       999       999      
  object385   2.88178    -11.34109  14.572   14.138   13.974   17.313   16.076   15.561   15.363   15.221  
  object386   4.90495    -11.33215  13.981   13.449   13.357   17.806   15.857   15.129   14.833   14.665  
  object387   7.42517    -13.99916  12.089   11.665   11.675   999       999       999       999       999      
  object388   5.81931    -13.92701  14.425   13.942   13.827   17.95    16.413   15.725   15.469   15.328  
  object389   7.14637    -13.92829  12.916   12.33    12.181   999       999       999       999       999      
  object390   5.95487    -13.89825  999       999       999       999       999       999       999       999      
  object391   6.10162    -13.11876  14.663   14.244   14.188   18.12    16.575   15.933   15.677   15.551  
  object392   6.96075    -13.03157  14.22    13.63    13.59    999       999       999       999       999      
  object393   6.53096    -12.59554  13.13    12.791   12.686   999       999       999       999       999      
  object394   7.48026    -12.14611  15.437   14.878   14.834   999       999       999       999       999      
  object395   8.03923    -11.53913  12.75    12.423   12.482   999       999       999       999       999      
  object396   7.92227    -11.47093  16.641   16.217   15.466   999       999       999       999       999      
  object397   8.57767    -14.08616  15.123   14.442   14.3     999       999       999       999       999      
  object398   10.39395   -13.86246  999       999       999       999       999       999       999       999      
  object399   11.22642   -13.68976  14.277   13.941   13.824   999       999       999       999       999      
  object400   9.42377    -13.3236   13.949   13.7     13.675   999       999       999       999       999      
  object401   9.39622    -12.71408  12.793   12.186   12.096   999       999       999       999       999      
  object402   9.8194     -12.51263  14.351   13.863   13.722   999       999       999       999       999      
  object403   10.47115   -12.02318  15.121   14.755   14.762   999       999       999       999       999      
  object404   10.95521   -11.46561  14.318   14.065   13.986   999       999       999       999       999      
  object405   11.8645    -13.10978  12.579   12.11    11.97    999       999       999       999       999      
  object406   14.19943   -12.1507   13.135   12.448   12.272   999       999       999       999       999      
  object407   13.69031   -11.78508  12.324   12.091   12.024   999       999       999       999       999      
  object408   15.85448   -13.97618  13.893   13.348   13.299   999       999       999       999       999      
  object409   15.49321   -13.80015  999       999       999       999       999       999       999       999      
  object410   16.78159   -13.53655  13.675   13.297   13.177   999       999       999       999       999      
  object411   16.69229   -13.05448  999       999       999       999       999       999       999       999      
